종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"388790","라이콤","KOSDAQ","벤처기업부","2770","-30","-1.07","2795","2795","2670","514388","1400378850","82861586100","29913930"
"069540","라이트론","KOSDAQ","중견기업부","2345","463","24.60","1915","2445","1884","14503279","34390167532","67128940830","28626414"
"347700","라이프시맨틱스","KOSDAQ","기술성장기업부","2060","-40","-1.90","2085","2125","2055","159550","331523725","32268890600","15664510"
"214260","라파스","KOSDAQ","기술성장기업부","18600","-10","-0.05","18610","18840","18500","15218","283142360","161018637600","8656916"
"403360","라피치","KONEX","일반기업부","11000","-500","-4.35","11300","11300","11000","5","55900","31944000000","2904000"
"115390","락앤락","KOSPI",,"5910","-30","-0.51","5920","5950","5870","20070","118376190","256059089010","43326411"
"200350","래몽래인","KOSDAQ","기술성장기업부","10430","0","0.00","10700","10700","10110","38096","391847540","67514474720","6473104"
"171010","램테크놀러지","KOSDAQ","벤처기업부","5320","-70","-1.30","5390","5420","5300","14972","79657740","75565577920","14204056"
"084650","랩지노믹스","KOSDAQ","우량기업부","3855","-115","-2.90","3935","3990","3845","907211","3530243845","286195161450","74239990"
"217500","러셀","KOSDAQ","벤처기업부","3180","50","1.60","3105","3220","3070","211874","670386145","101162160000","31812000"
"092590","럭스피아","KONEX","일반기업부","630","-70","-10.00","798","798","617","109","68461","4593391740","7291098"
"141080","레고켐바이오","KOSDAQ GLOBAL","기술성장기업부","54800","-1400","-2.49","55800","56100","53400","676900","37034170700","1540992988000","28120310"
"038390","레드캡투어","KOSDAQ","우량기업부","15500","-30","-0.19","15540","15540","15400","3812","58920160","133136940000","8589480"
"294140","레몬","KOSDAQ","투자주의환기종목(소속부없음)","2295","-40","-1.71","2335","2335","2285","101713","234112560","96390000000","42000000"
"443250","레뷰코퍼레이션","KOSDAQ","벤처기업부","21000","-50","-0.24","20450","21400","20200","767856","16044855700","233006046000","11095526"
"228670","레이","KOSDAQ","우량기업부","22500","-650","-2.81","23150","23200","22100","48378","1091042450","343890967500","15284043"
"228850","레이언스","KOSDAQ","우량기업부","9060","0","0.00","9090","9090","9030","13311","120532050","150314586840","16591014"
"412350","레이저쎌","KOSDAQ","기술성장기업부","9080","-150","-1.63","8950","9250","8940","120851","1093912660","79054765760","8706472"
"281740","레이크머티리얼즈","KOSDAQ","우량기업부","18260","-780","-4.10","19040","19040","17930","797514","14593141750","1200239806480","65730548"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","172200","-6100","-3.42","179300","181400","172000","359802","63059150900","3340655547600","19399858"
"179720","렌딩머신","KONEX","일반기업부","10390","-10","-0.10","0","0","0","0","0","21393498330","2059047"
"215100","로보로보","KOSDAQ","벤처기업부","5370","180","3.47","5290","5550","5030","1416931","7523734230","109271197980","20348454"
"090360","로보스타","KOSDAQ","중견기업부","34300","600","1.78","33900","34500","33100","1133247","38496171800","334425000000","9750000"
"238500","로보쓰리에이아이앤로보틱스","KONEX","일반기업부","856","58","7.27","800","878","780","1188118","1044811277","18416979528","21515163"
"108490","로보티즈","KOSDAQ","기술성장기업부","32050","1000","3.22","33150","33850","31600","1617195","52888911550","410605337950","12811399"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","756","-9","-1.18","765","765","751","15463","11733976","27239653728","36031288"
"223220","로지스몬","KONEX","일반기업부","498","12","2.47","499","499","414","4","1910","22933485648","46051176"
"067730","로지시스","KOSDAQ","중견기업부","3595","-20","-0.55","3615","3680","3595","16747","60748755","34777749590","9673922"
"071280","로체시스템즈","KOSDAQ","우량기업부","6670","60","0.91","6580","6720","6560","80560","535783100","102028342010","15296603"
"032350","롯데관광개발","KOSPI",,"9390","-320","-3.30","9630","9710","9350","457854","4346928110","711027147990","75721741"
"089860","롯데렌탈","KOSPI",,"26400","100","0.38","26400","26600","26150","18545","490510600","967139263200","36634063"
"330590","롯데리츠","KOSPI",,"3045","-30","-0.98","3075","3075","3030","155102","471724520","739840251780","242968884"
"000400","롯데손해보험","KOSPI",,"2525","55","2.23","2475","2545","2425","476721","1194565800","783599208000","310336320"
"023530","롯데쇼핑","KOSPI",,"70300","500","0.72","70000","70400","69100","23101","1619641000","1988699476500","28288755"
"020150","롯데에너지머티리얼즈","KOSPI",,"37250","-300","-0.80","37500","37900","37000","149879","5579188700","1717628603750","46110835"
"280360","롯데웰푸드","KOSPI",,"131900","-300","-0.23","132400","134300","131000","8477","1126483300","1244420310600","9434574"
"004000","롯데정밀화학","KOSPI",,"51100","0","0.00","51200","51700","50800","74883","3837160100","1318380000000","25800000"
"286940","롯데정보통신","KOSPI",,"41200","0","0.00","40300","42950","40100","636013","26437914350","634328837200","15396331"
"004990","롯데지주","KOSPI",,"25500","0","0.00","25350","25750","25350","90211","2303042300","2675185543500","104909237"
"00499K","롯데지주우","KOSPI",,"35800","-200","-0.56","36450","36450","35000","377","13347100","28840587400","805603"
"005300","롯데칠성","KOSPI",,"135900","-900","-0.66","135800","137500","135200","10165","1385133000","1261000335600","9278884"
"005305","롯데칠성우","KOSPI",,"65700","-200","-0.30","66300","66900","65700","1078","71316600","50937867000","775310"
"011170","롯데케미칼","KOSPI",,"132000","-3100","-2.29","134100","135000","131200","92474","12247901400","5646355308000","42775419"
"071840","롯데하이마트","KOSPI",,"9850","-30","-0.30","9860","9910","9800","8715","85960770","232535963200","23607712"
"328130","루닛","KOSDAQ","기술성장기업부","75500","-1300","-1.69","76900","77000","74700","273294","20648844400","2149961254000","28476308"
"038060","루멘스","KOSDAQ","중견기업부","1299","5","0.39","1282","1322","1277","68240","88236342","62485886631","48103069"
"162120","루켄테크놀러지스","KONEX","일반기업부","4350","-85","-1.92","4450","4450","4330","5567","24402590","47806221600","10989936"
"253610","루트락","KONEX","일반기업부","1768","19","1.09","1895","1895","1500","1803","2706782","17864411240","10104305"
"060240","룽투코리아","KOSDAQ","중견기업부","1846","-35","-1.86","1882","1887","1830","90206","166970956","46942458264","25429284"
"058470","리노공업","KOSDAQ GLOBAL","우량기업부","201500","-2000","-0.98","204000","207500","199500","87420","17668704200","3071337555000","15242370"
"039980","리노스","KOSDAQ","중견기업부","1035","-20","-1.90","1043","1077","1020","1356295","1422436800","51503731065","49762059"
"019570","리더스 기술투자","KOSDAQ","중견기업부","656","-29","-4.23","685","685","634","718153","467779400","34420346240","52470040"
"016100","리더스코스메틱","KOSDAQ","중견기업부","2355","5","0.21","2350","2370","2285","13600","31605485","44982605370","19100894"
"012700","리드코프","KOSDAQ","우량기업부","5640","60","1.08","5550","5660","5550","20794","116851260","149156201400","26446135"
"302550","리메드","KOSDAQ","기술성장기업부","3245","-5","-0.15","3230","3280","3200","25876","83399445","99420569600","30638080"
"073570","리튬포어스","KOSDAQ","중견기업부","6280","-760","-10.80","7030","7030","6240","1114574","7260373720","181285545000","28867125"
"377450","리파인","KOSDAQ","중견기업부","8640","-140","-1.59","8660","8820","8580","39512","341166660","149731200000","17330000"
"277070","린드먼아시아","KOSDAQ","중견기업부","7120","100","1.42","7200","8620","6940","10144422","79834804350","97487040000","13692000"
"042500","링네트","KOSDAQ","우량기업부","4360","-10","-0.23","4370","4390","4310","32215","140294645","66955988080","15356878"
"219420","링크제니시스","KOSDAQ","기술성장기업부","6590","-10","-0.15","6550","6750","6470","40453","267018080","75584051130","11469507"
"439090","마녀공장","KOSDAQ","중견기업부","22900","-1750","-7.10","24450","24550","22600","484094","11227308150","375062154000","16378260"
"027740","마니커","KOSPI",,"1224","2","0.16","1220","1234","1192","213734","260150501","77737743072","63511228"
"195500","마니커에프앤지","KOSDAQ","중견기업부","3095","10","0.32","3045","3115","3045","67019","206644580","49297160000","15928000"
"357430","마스턴프리미어리츠","KOSPI",,"2820","-10","-0.35","2850","2850","2810","39152","110666175","74955600000","26580000"
"377480","마음AI","KOSDAQ","기술성장기업부","29200","600","2.10","28400","29750","28400","364500","10636739400","179618923600","6151333"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","5880","-460","-7.26","6390","6450","5860","192337","1151236500","91943584320","15636664"
"448780","마이크로엔엑스","KONEX","일반기업부","2260","-40","-1.74","2310","2310","2260","5","11375","6051556800","2677680"
"098120","마이크로컨텍솔","KOSDAQ","중견기업부","12470","-570","-4.37","13040","13180","12400","256059","3230409590","103660192020","8312766"
"424980","마이크로투나노","KOSDAQ","기술성장기업부","14700","-310","-2.07","15010","15010","14610","21690","319165550","87007683000","5918890"
"038290","마크로젠","KOSDAQ","우량기업부","22700","-200","-0.87","23000","23350","22600","216489","4968305650","246099780000","10841400"
"001080","만호제강","KOSPI",,"47150","0","0.00","0","0","0","0","0","195672500000","4150000"
"267980","매일유업","KOSDAQ GLOBAL","우량기업부","40650","-100","-0.25","40850","40850","40350","4987","202499400","318843884700","7843638"
"005990","매일홀딩스","KOSDAQ","우량기업부","7780","-40","-0.51","7890","7920","7760","4467","34868870","106728405120","13718304"
"093520","매커스","KOSDAQ","우량기업부","11270","20","0.18","11250","11560","11020","189004","2130986830","182158046840","16163092"
"377030","맥스트","KOSDAQ","기술성장기업부","8700","-360","-3.97","8960","8960","8530","351796","3047627380","170266673400","19570882"
"088980","맥쿼리인프라","KOSPI",,"12380","-20","-0.16","12390","12400","12360","406961","5036104370","5394973174900","435781355"
"094800","맵스리얼티1","KOSPI",,"4065","10","0.25","4055","4070","4040","25344","102717045","377371555515","92834331"
"100590","머큐리","KOSDAQ","우량기업부","5670","110","1.98","5500","5840","5480","442072","2514635130","89756230410","15830023"
"067280","멀티캠퍼스","KOSDAQ","우량기업부","33800","-100","-0.29","33900","34050","33450","2198","74021000","200325130200","5926779"
"072870","메가스터디","KOSDAQ","중견기업부","10560","-60","-0.56","10500","10640","10480","9130","96361590","125885327040","11920959"
"215200","메가스터디교육","KOSDAQ GLOBAL","우량기업부","60300","0","0.00","60800","60800","58000","28432","1704103100","705176782200","11694474"
"133750","메가엠디","KOSDAQ","중견기업부","2720","105","4.02","2615","2740","2615","374608","1011459590","63667249440","23407077"
"446540","메가터치","KOSDAQ","중견기업부","5280","70","1.34","5250","5300","5070","650311","3372442720","109670880000","20771000"
"235980","메드팩토","KOSDAQ","기술성장기업부","7990","200","2.57","7750","8090","7500","732644","5785218420","268309753050","33580695"
"200580","메디쎄이","KONEX","일반기업부","10100","-290","-2.79","10390","10390","10100","1409","14302970","37633397900","3726079"
"041920","메디아나","KOSDAQ","우량기업부","7150","0","0.00","7150","7240","7020","119216","849823480","114400000000","16000000"
"233250","메디안디노스틱","KONEX","일반기업부","16480","1480","9.87","15500","16480","15500","3","47980","28782880320","1746534"
"014100","메디앙스","KOSDAQ","투자주의환기종목(소속부없음)","3240","-60","-1.82","3300","3300","3240","11994","39227135","38232000000","11800000"
"236340","메디젠휴먼케어","KONEX","일반기업부","4195","95","2.32","4195","4195","3600","2147","8307740","12646444165","3014647"
"054180","메디콕스","KOSDAQ","중견기업부","914","-31","-3.28","945","960","908","586792","542176343","39126275274","42807741"
"086900","메디톡스","KOSDAQ","우량기업부","233500","-2000","-0.85","236500","237500","230000","51939","12099472500","1704192278000","7298468"
"078160","메디포스트","KOSDAQ","벤처기업부","8450","140","1.68","8400","8470","8290","38858","325596540","289140283250","34217785"
"065650","메디프론","KOSDAQ","중견기업부","1059","9","0.86","1040","1075","1038","95772","100503888","54795791463","51742957"
"138040","메리츠금융지주","KOSPI",,"59500","200","0.34","59400","59900","59000","159625","9499473700","12100640783000","203372114"
"408920","메쎄이상","KOSDAQ","중견기업부","2400","-20","-0.83","2420","2430","2380","48701","116691940","103757892000","43232455"
"021880","메이슨캐피탈","KOSDAQ","중견기업부","349","-1","-0.29","347","358","347","512353","180316895","53112358392","152184408"
"140410","메지온","KOSDAQ","중견기업부","38200","-300","-0.78","38700","39000","37750","118667","4514714600","1131002259800","29607389"
"241770","메카로","KOSDAQ","우량기업부","8950","-100","-1.10","9040","9090","8940","5636","50718300","91224128000","10192640"
"090370","메타랩스","KOSPI",,"2220","-55","-2.42","2250","2280","2180","16071","35973170","55288409580","24904689"
"059210","메타바이오메드","KOSDAQ","벤처기업부","4345","-5","-0.11","4355","4355","4250","313962","1353322680","103681915095","23862351"
"058110","멕아이씨에스","KOSDAQ","기술성장기업부","3465","-50","-1.42","3520","3550","3440","226718","787717650","55615086450","16050530"
"017180","명문제약","KOSPI",,"2265","-45","-1.95","2340","2395","2265","54259","125069255","76904573310","33953454"
"009900","명신산업","KOSPI",,"18020","-90","-0.50","18060","18250","18000","90440","1635168040","945511796660","52470133"
"012690","모나리자","KOSPI",,"2935","50","1.73","2875","2965","2865","230392","673348915","107336633425","36571255"
"005360","모나미","KOSPI",,"3115","5","0.16","3115","3145","3075","79653","247908960","58865111305","18897307"
"434480","모니터랩","KOSDAQ","기술성장기업부","6660","80","1.22","6720","6790","6560","176829","1180282800","80587665000","12100250"
"080420","모다이노칩","KOSDAQ","우량기업부","2490","5","0.20","2500","2500","2450","9817","24341815","198506838780","79721622"
"417970","모델솔루션","KOSDAQ","중견기업부","16800","0","0.00","16850","17260","16430","43788","741067110","107464560000","6396700"
"080160","모두투어","KOSDAQ","중견기업부","16020","120","0.75","15980","16230","15960","69841","1123760070","302778000000","18900000"
"204210","모두투어리츠","KOSPI",,"12370","0","0.00","12350","12890","12000","136683","1699265440","96817701550","7826815"
"087260","모바일어플라이언스","KOSDAQ","벤처기업부","2865","-40","-1.38","2905","2910","2855","197487","568191275","93263946765","32552861"
"101330","모베이스","KOSDAQ","중견기업부","3265","-60","-1.80","3345","3345","3255","57613","189325920","75575049685","23147029"
"012860","모베이스전자","KOSDAQ","중견기업부","1999","-11","-0.55","2005","2020","1983","256765","513795580","146393680543","73233457"
"363260","모비데이즈","KOSDAQ","벤처기업부","607","-23","-3.65","625","632","606","652189","402761299","97617040129","160818847"
"348030","모비릭스","KOSDAQ","우량기업부","8010","-80","-0.99","7980","8140","7960","4638","37126010","76926438000","9603800"
"250060","모비스","KOSDAQ","기술성장기업부","4380","-55","-1.24","4430","4465","4305","777843","3410835735","140910355320","32171314"
"288980","모아데이타","KOSDAQ","기술성장기업부","2505","20","0.80","2480","2520","2440","402293","1000143165","84372939060","33681812"
"033200","모아텍","KOSDAQ","관리종목(소속부없음)","3935","-35","-0.88","3860","4050","3850","4180","16202520","56393212975","14331185"
"333050","모코엠시스","KOSDAQ","벤처기업부","1430","-4","-0.28","1428","1431","1410","36637","52013661","33678693620","23551534"
"009680","모토닉","KOSPI",,"8100","-40","-0.49","8150","8180","8090","24863","201549440","267300000000","33000000"
"118990","모트렉스","KOSDAQ","우량기업부","16790","50","0.30","16650","17050","16450","266570","4470112280","417432812100","24861990"
"006920","모헨즈","KOSDAQ","중견기업부","3930","-45","-1.13","3975","3975","3930","38283","150878815","42915600000","10920000"
"009580","무림P&P","KOSPI",,"3130","10","0.32","3120","3160","3120","47214","148054015","195212854120","62368324"
"001810","무림SP","KOSDAQ","중견기업부","1874","0","0.00","1850","1875","1848","15530","28824456","41485675000","22137500"
"009200","무림페이퍼","KOSPI",,"2175","-20","-0.91","2180","2210","2160","64319","139842715","90500249250","41609310"
"322970","무진메디","KONEX","일반기업부","2610","-290","-10.00","3095","3095","2525","1501","3859080","26125009020","10009582"
"033920","무학","KOSPI",,"5100","20","0.39","5070","5120","5050","22350","113569850","145350000000","28500000"
"008420","문배철강","KOSPI",,"3055","10","0.33","3045","3065","3040","33713","102715910","62638207775","20503505"
"279600","미디어젠","KOSDAQ","기술성장기업부","17550","-440","-2.45","17670","18340","16800","74259","1299815760","82217906550","4684781"
"095500","미래나노텍","KOSDAQ","우량기업부","16140","-290","-1.77","16220","16400","16040","169098","2731646510","500501383860","31009999"
"254490","미래반도체","KOSDAQ","중견기업부","22400","650","2.99","21750","22600","21650","95825","2132125300","323411200000","14438000"
"025560","미래산업","KOSPI",,"2535","-20","-0.78","2550","2595","2500","200868","512767120","77139466950","30429770"
"218150","미래생명자원","KOSDAQ","벤처기업부","5460","250","4.80","5150","5840","5070","9446306","52179165630","111470278920","20415802"
"007120","미래아이앤지","KOSPI",,"1236","-24","-1.90","1249","1252","1235","82293","102419843","34464109824","27883584"
"396690","미래에셋글로벌리츠","KOSPI",,"2750","-15","-0.54","2790","2790","2740","107068","294381775","108916335000","39605940"
"442900","미래에셋드림스팩1호","KOSDAQ","SPAC(소속부없음)","9460","20","0.21","9440","9460","9430","26474","250128520","72652800000","7680000"
"357250","미래에셋맵스리츠","KOSPI",,"2900","40","1.40","2860","2910","2850","36963","106606460","58290000000","20100000"
"100790","미래에셋벤처투자","KOSDAQ","우량기업부","6570","-20","-0.30","6600","7200","6230","1149574","7679371840","355879489500","54167350"
"412930","미래에셋비전스팩1호","KOSDAQ","SPAC(소속부없음)","2135","5","0.23","2120","2150","2120","59044","125902850","13185760000","6176000"
"446190","미래에셋비전스팩2호","KOSDAQ","SPAC(소속부없음)","2140","10","0.47","2130","2140","2130","6201","13261215","10593000000","4950000"
"448830","미래에셋비전스팩3호","KOSDAQ","SPAC(소속부없음)","2125","20","0.95","2105","2125","2105","20026","42417720","10455000000","4920000"
"085620","미래에셋생명","KOSPI",,"4705","5","0.11","4700","4790","4680","120213","565399700","832861169245","177016189"
"006800","미래에셋증권","KOSPI",,"7020","50","0.72","7040","7050","6950","200618","1405503700","4249321184160","605316408"
"00680K","미래에셋증권2우B","KOSPI",,"3615","-5","-0.14","3635","3635","3605","28374","102584770","506100000000","140000000"
"006805","미래에셋증권우","KOSPI",,"3820","-25","-0.65","3850","3850","3800","19600","74739545","53769365000","14075750"
"208890","미래엔에듀파트너","KONEX","일반기업부","1230","0","0.00","0","0","0","0","0","4926789600","4005520"
"049950","미래컴퍼니","KOSDAQ","우량기업부","31900","350","1.11","31150","31950","30850","54436","1710188750","281290499600","8817884"
"207760","미스터블루","KOSDAQ","중견기업부","2030","-25","-1.22","2050","2085","1999","636697","1294755625","151791975160","74774372"
"002840","미원상사","KOSPI",,"169700","0","0.00","169800","170200","169000","1430","242514600","806075000000","4750000"
"268280","미원에스씨","KOSPI",,"134800","300","0.22","134600","134800","134500","758","101973700","674000000000","5000000"
"107590","미원홀딩스","KOSPI",,"79000","-500","-0.63","78300","79600","77600","392","30641200","183280000000","2320000"
"134380","미원화학","KOSPI",,"70900","-600","-0.84","71900","71900","70900","186","13241400","155928101200","2199268"
"351020","미쥬","KONEX","일반기업부","6000","-100","-1.64","6200","6200","6000","24","145800","12450000000","2075000"
"003650","미창석유","KOSPI",,"73100","-100","-0.14","72900","73300","72300","942","68735100","127170023200","1739672"
"059090","미코","KOSDAQ","투자주의환기종목(소속부없음)","8630","-70","-0.80","8660","8890","8520","102414","883830680","288386794140","33416778"
"214610","미코바이오메드","KOSDAQ","기술성장기업부","1775","-23","-1.28","1792","1823","1750","240703","427364234","77334877375","43568945"
"201490","미투온","KOSDAQ","중견기업부","3160","-10","-0.32","3170","3170","3110","114982","360663880","98774553200","31257770"
"418470","밀리의서재","KOSDAQ","벤처기업부","27850","1850","7.12","25900","29350","25150","1543308","42865946000","233613848650","8388289"
"206640","바디텍메드","KOSDAQ","우량기업부","18340","-60","-0.33","18250","19320","18030","216215","3974691480","430743510400","23486560"
"018700","바른손","KOSDAQ","중견기업부","1741","-16","-0.91","1757","1758","1715","104296","181134966","61143496937","35119757"
"035620","바른손이앤에이","KOSDAQ","중견기업부","705","6","0.86","700","715","699","275763","193960625","52479970875","74439675"
"354390","바스칸바이오제약","KONEX","일반기업부","6000","80","1.35","6400","6400","6000","1037","6240210","42109482000","7018247"
"053030","바이넥스","KOSDAQ","우량기업부","8260","-260","-3.05","8560","8630","8240","205757","1712241290","262346256480","31761048"
"301300","바이브컴퍼니","KOSDAQ","기술성장기업부","8780","60","0.69","8720","9000","8330","192215","1689227420","108347008680","12340206"
"377740","바이오노트","KOSPI",,"4225","-115","-2.65","4310","4315","4225","78507","333968865","431186802800","102056048"
"064550","바이오니아","KOSDAQ","우량기업부","32150","-1150","-3.45","33400","33450","32000","182905","5926143400","829800855650","25810291"
"314930","바이오다인","KOSDAQ","기술성장기업부","64800","-4000","-5.81","69900","72000","60200","321367","21358935600","400638636000","6182695"
"208710","바이오로그디바이스","KOSDAQ","벤처기업부","810","-7","-0.86","817","817","802","104183","83960739","50706270540","62600334"
"086820","바이오솔루션","KOSDAQ","기술성장기업부","19490","790","4.22","18700","19800","18600","40612","787214750","158715372740","8143426"
"038460","바이오스마트","KOSDAQ","벤처기업부","3440","-20","-0.58","3455","3530","3435","59497","205719625","73261311920","21296893"
"251120","바이오에프디엔씨","KOSDAQ","기술성장기업부","14180","60","0.42","14250","14530","13810","13124","185774610","123305026000","8695700"
"199730","바이오인프라","KOSDAQ","벤처기업부","12200","140","1.16","12060","12200","11970","9984","120705330","58521777400","4796867"
"266470","바이오인프라생명과학","KONEX","일반기업부","346","-7","-1.98","400","404","325","602","215076","4880969062","14106847"
"289170","바이오텐","KONEX","일반기업부","3415","70","2.09","3450","3450","3100","330","1074555","11991803235","3511509"
"086040","바이오톡스텍","KOSDAQ","벤처기업부","6160","-180","-2.84","6260","6360","6150","63596","396249140","98302801520","15958247"
"199290","바이오프로테크","KONEX","일반기업부","845","-3","-0.35","948","948","806","10032","8163813","13794787240","16325192"
"099430","바이오플러스","KOSDAQ","벤처기업부","7000","-100","-1.41","7100","7120","6900","553438","3860176040","405516048000","57930864"
"032980","바이온","KOSDAQ","중견기업부","1212","2","0.17","1200","1214","1190","100967","121249679","47105499888","38865924"
"222160","바이옵트로","KOSDAQ","기술성장기업부","8090","150","1.89","8070","8500","7940","178111","1469034760","66705010940","8245366"
"308080","바이젠셀","KOSDAQ","기술성장기업부","5470","-120","-2.15","5600","5600","5410","48411","265809930","104836597800","19165740"
"043150","바텍","KOSDAQ","우량기업부","30950","-100","-0.32","31500","31500","30750","24062","743337800","459739223200","14854256"
"323990","박셀바이오","KOSDAQ","기술성장기업부","20700","-600","-2.82","21200","21250","20350","180016","3739405850","475959240000","22993200"
"003610","방림","KOSPI",,"2420","-20","-0.82","2490","2490","2320","262901","626633460","102400097800","42314090"
"267790","배럴","KOSDAQ","중견기업부","7890","-60","-0.75","7880","7930","7720","18566","145850820","62240265000","7888500"
"001340","백광산업","KOSPI",,"7790","0","0.00","0","0","0","0","0","349914390530","44918407"
"046310","백금T&A","KOSDAQ","중견기업부","3050","-45","-1.45","3090","3095","3030","118782","363263150","50076855050","16418641"
"035150","백산","KOSPI",,"10440","90","0.87","10350","10730","10350","139961","1472590810","234900000000","22500000"
"331520","밸로프","KOSDAQ","중견기업부","1025","-8","-0.77","1013","1031","996","112210","113528389","52135999750","50864390"
"438700","버넥트","KOSDAQ","기술성장기업부","9230","-230","-2.43","9460","9850","9200","127725","1193090550","102051402700","11056490"
"066410","버킷스튜디오","KOSDAQ","관리종목(소속부없음)","1153","0","0.00","0","0","0","0","0","96978744678","84109926"
"002410","범양건영","KOSPI",,"2125","-25","-1.16","2150","2150","2085","165497","347802425","52767961750","24831982"
"382900","범한퓨얼셀","KOSDAQ","벤처기업부","19870","-480","-2.36","20200","20600","19860","39072","783958870","174081070000","8761000"
"206400","베노티앤알","KOSDAQ","중견기업부","3635","85","2.39","3555","3710","3495","97242","352424920","109410911880","30099288"
"019010","베뉴지","KOSDAQ","중견기업부","2055","-5","-0.24","2040","2060","2030","19367","39432115","99051000000","48200000"
"322190","베른","KONEX","일반기업부","129","10","8.40","135","135","102","3","366","1151350413","8925197"
"177350","베셀","KOSDAQ","벤처기업부","694","-27","-3.74","708","723","687","5839073","4104395736","55442263672","79887988"
"299910","베스파","KOSDAQ","투자주의환기종목(소속부없음)","6880","0","0.00","0","0","0","0","0","32483121920","4721384"
"424760","벨로크","KOSDAQ","벤처기업부","1635","35","2.19","1593","1728","1580","111908","185025433","31751703270","19420002"
"007210","벽산","KOSPI",,"2640","-80","-2.94","2740","2740","2630","327249","873318135","180998400000","68560000"
"225530","보광산업","KOSDAQ","우량기업부","5220","-10","-0.19","5260","5260","5220","11042","57772350","189688154940","36338727"
"250000","보라티알","KOSDAQ","우량기업부","11460","-30","-0.26","11590","11590","11300","72481","828220250","77363400180","6750733"
"002760","보락","KOSPI",,"1316","9","0.69","1341","1450","1311","4326577","6016074965","78828400000","59900000"
"003850","보령","KOSPI",,"11460","-280","-2.39","11750","11800","11380","276326","3186554280","787187400000","68690000"
"310210","보로노이","KOSDAQ","기술성장기업부","44100","-5850","-11.71","49800","49900","43550","378083","17219258800","767287388700","17398807"
"006910","보성파워텍","KOSDAQ","중견기업부","3385","85","2.58","3325","3385","3270","665941","2223073650","166304454240","49129824"
"000890","보해양조","KOSPI",,"569","-1","-0.18","567","570","563","199613","112891990","79159353401","139120129"
"226340","본느","KOSDAQ","중견기업부","2455","-25","-1.01","2480","2550","2420","158469","393211035","86442553280","35210816"
"206950","볼빅","KONEX","일반기업부","2135","0","0.00","0","0","0","0","0","30054960775","14077265"
"003000","부광약품","KOSPI",,"7920","350","4.62","8430","8430","7520","2894100","22968502220","562819348080","71063049"
"001270","부국증권","KOSPI",,"22000","0","0.00","22050","22100","21800","1311","28879400","228137492000","10369886"
"001275","부국증권우","KOSPI",,"19370","-10","-0.05","19410","19410","19330","74","1433780","58110000000","3000000"
"026940","부국철강","KOSPI",,"4055","-35","-0.86","4080","4215","4020","612730","2500134450","81100000000","20000000"
"014470","부방","KOSDAQ","중견기업부","2835","-15","-0.53","2850","2885","2805","378089","1072520305","170248157100","60052260"
"011390","부산산업","KOSPI",,"61800","-100","-0.16","61800","62400","61800","979","60667400","65260800000","1056000"
"005030","부산주공","KOSPI",,"486","0","0.00","0","0","0","0","0","38288532168","78782988"
"008470","부스타","KOSDAQ","벤처기업부","4790","-15","-0.31","4720","4810","4720","7173","34351360","40258992000","8404800"
"338220","뷰노","KOSDAQ","기술성장기업부","38450","800","2.12","38350","39950","38000","406583","15812777950","526363543550","13689559"
"100120","뷰웍스","KOSDAQ","우량기업부","27700","1050","3.94","26900","27750","26600","30571","835447500","277051660500","10001865"
"406820","뷰티스킨","KOSDAQ","중견기업부","16600","-310","-1.83","17040","17080","16510","11594","194000240","58665064000","3534040"
"337930","브랜드엑스코퍼레이션","KOSDAQ","우량기업부","6730","-350","-4.94","6990","7070","6730","348587","2374945660","196964143970","29266589"
"099390","브레인즈컴퍼니","KOSDAQ","벤처기업부","8000","-20","-0.25","8050","8070","7800","26261","207980300","65666264000","8208283"
"064480","브리지텍","KOSDAQ","벤처기업부","7560","-40","-0.53","7450","7710","7430","197021","1493864030","90360900000","11952500"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","기술성장기업부","2935","-55","-1.84","2990","3030","2835","96040","282414745","66528692795","22667357"
"365900","브이씨","KOSDAQ","벤처기업부","4730","-10","-0.21","4740","4980","4715","8773","42115885","34577719000","7310300"
"251630","브이원텍","KOSDAQ","벤처기업부","12800","-420","-3.18","13190","13220","12550","271293","3489472580","204068940800","15942886"
"018290","브이티","KOSDAQ","우량기업부","15560","-1190","-7.10","16760","16780","15560","932672","14805865360","557016988920","35798007"
"044480","블레이드 Ent","KOSDAQ","중견기업부","1123","3","0.27","1102","1127","1100","43225","48085823","38285250866","34091942"
"439580","블루엠텍","KOSDAQ","기술성장기업부","20350","-3050","-13.03","22850","22900","20050","1850063","39022973542","216731346150","10650189"
"033560","블루콤","KOSDAQ","중견기업부","3145","20","0.64","3125","3165","3120","19352","60605635","53779500000","17100000"
"191600","블루탑","KONEX","일반기업부","11490","-100","-0.86","0","0","0","0","0","32746500000","2850000"
"369370","블리츠웨이","KOSDAQ","벤처기업부","2340","-30","-1.27","2380","2400","2285","26735","62771000","99433484280","42492942"
"126340","비나텍","KOSDAQ","우량기업부","46100","500","1.10","45650","46450","45050","25527","1166011900","267536601700","5803397"
