종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
009680,모토닉,KOSPI,,8030,-40,-0.50,8040,8100,7990,29535,237509400,264990000000,33000000
077970,STX엔진,KOSPI,,11480,-50,-0.43,11540,11630,11470,16430,189422460,264142217920,23008904
322310,오로스테크놀로지,KOSDAQ,벤처기업부,28050,1100,4.08,27200,28400,26850,107781,3007401800,262731503100,9366542
001500,현대차증권,KOSPI,,8280,20,0.24,8270,8360,8240,16371,135438960,262580013360,31712562
051360,토비스,KOSDAQ,중견기업부,16110,-190,-1.17,16300,16330,15900,141880,2288682290,262062304380,16267058
211270,AP위성,KOSDAQ,벤처기업부,17350,900,5.47,16470,17770,16470,1150472,19942720930,261677974400,15082304
034830,한국토지신탁,KOSPI,,1036,-21,-1.99,1056,1057,1035,650841,679885644,261578842280,252489230
029460,케이씨,KOSPI,,19250,330,1.74,18830,19290,18570,20477,390627830,260915347000,13554044
418470,밀리의서재,KOSDAQ,벤처기업부,31050,5900,23.46,24950,32650,24950,5533169,164677194750,260456373450,8388289
389260,대명에너지,KOSDAQ,중견기업부,15210,-340,-2.19,15550,16000,15180,30637,473879580,259330500000,17050000
005390,신성통상,KOSPI,,1803,13,0.73,1790,1803,1777,131278,235548066,259106227170,143708390
048530,인트론바이오,KOSDAQ,기술성장기업부,7580,-220,-2.82,7800,7870,7510,229276,1759900030,258862775960,34150762
101670,하이드로리튬,KOSDAQ,벤처기업부,5800,70,1.22,5750,6320,5700,3394743,20279878280,258558594400,44579068
023410,유진기업,KOSDAQ,우량기업부,3340,35,1.06,3295,3345,3295,86216,286592005,258218282420,77310863
114840,아이패밀리에스씨,KOSDAQ,벤처기업부,30000,-150,-0.50,30050,30500,29200,54977,1644902300,258029160000,8600972
297090,씨에스베어링,KOSDAQ,중견기업부,9460,10,0.11,9400,9640,9400,95375,908751470,257974200000,27270000
005389,현대차3우B,KOSPI,,106900,-700,-0.65,107200,108500,106400,7347,787181200,257035491200,2404448
002150,도화엔지니어링,KOSPI,,7620,70,0.93,7570,7650,7530,44650,338535620,256946400000,33720000
121800,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0.00,0,0,0,0,0,256309348520,77201611
389500,에스비비테크,KOSDAQ,기술성장기업부,41500,-1300,-3.04,42800,43100,40500,172778,7255234850,256258516000,6174904
018470,조일알미늄,KOSPI,,2020,-5,-0.25,2010,2055,2010,442883,899037185,255796076420,126631721
126340,비나텍,KOSDAQ,우량기업부,44050,-450,-1.01,43800,44900,43100,27331,1202800650,255639637850,5803397
418420,라온텍,KOSDAQ,기술성장기업부,8650,430,5.23,8220,8950,8050,660200,5669127640,255577726700,29546558
060370,LS마린솔루션,KOSDAQ,중견기업부,9840,-10,-0.10,9920,10000,9790,71321,706754900,255232202880,25938232
166480,코아스템켐온,KOSDAQ,벤처기업부,7750,150,1.97,7560,7770,7550,50666,388008610,254745414000,32870376
126720,수산인더스트리,KOSPI,,17770,-330,-1.82,17950,18110,17750,36261,648728890,253862220000,14286000
171090,선익시스템,KOSDAQ,중견기업부,27000,1250,4.85,25500,30000,24100,727263,20225709650,253172682000,9376766
083650,비에이치아이,KOSDAQ,중견기업부,8180,200,2.51,8100,8440,8080,376213,3102325360,253124987500,30944375
036420,콘텐트리중앙,KOSPI,,13080,50,0.38,13030,13270,12860,38640,503569880,251950988640,19262308
010100,한국무브넥스,KOSPI,,8270,40,0.49,8090,8310,8090,178775,1466968560,251824973400,30450420
093640,케이알엠,KOSDAQ,벤처기업부,8590,10,0.12,8600,8630,8550,29821,256081980,250942951380,29213382
078070,유비쿼스홀딩스,KOSDAQ,중견기업부,13410,170,1.28,13240,13630,13240,17221,231022890,250721781480,18696628
285490,노바텍,KOSDAQ,벤처기업부,23700,400,1.72,23300,23900,23250,23033,541927150,250647194700,10575831
089600,나스미디어,KOSDAQ,우량기업부,21650,400,1.88,21250,21800,21250,19440,419751700,250450728950,11568163
033160,엠케이전자,KOSDAQ,우량기업부,11340,0,0.00,11250,11480,11220,80256,910312480,250232193540,22066331
230240,에치에프알,KOSDAQ,우량기업부,18500,-470,-2.48,18940,18950,18330,107904,2002673090,249546981000,13489026
000050,경방,KOSPI,,9060,280,3.19,8700,9080,8600,3132,27673990,248382346200,27415270
115390,락앤락,KOSPI,,5720,10,0.18,5700,5740,5660,17370,98845810,247827070920,43326411
090710,휴림로봇,KOSDAQ,투자주의환기종목(소속부없음),1400,46,3.40,1326,1409,1326,1666438,2308333980,247780030400,176985736
009160,SIMPAC,KOSPI,,3770,-5,-0.13,3775,3860,3750,50341,190886130,246669275320,65429516
239890,피엔에이치테크,KOSDAQ,기술성장기업부,24750,650,2.70,23900,24850,23450,75214,1832762400,245909936250,9935755
213500,한솔제지,KOSPI,,10330,40,0.39,10220,10340,10220,30783,316383450,245859950080,23800576
096040,이트론,KOSDAQ,투자주의환기종목(소속부없음),271,0,0.00,0,0,0,0,0,245561580945,906131295
034810,해성산업,KOSDAQ,우량기업부,7530,20,0.27,7510,7590,7490,16914,127374240,245153133210,32556857
268600,셀리버리,KOSDAQ,관리종목(소속부없음),6680,0,0.00,0,0,0,0,0,244941204600,36667845
030530,원익홀딩스,KOSDAQ,우량기업부,3170,60,1.93,3115,3175,3110,58753,185464630,244844399770,77237981
104460,디와이피엔에프,KOSDAQ,우량기업부,22850,1200,5.54,22300,23050,21750,42534,963638950,244806331250,10713625
079940,가비아,KOSDAQ,우량기업부,18010,370,2.10,17550,18240,17550,73107,1315255980,243777668840,13535684
007460,에이프로젠,KOSPI,,920,6,0.66,908,947,907,1668959,1538580239,243650277360,264837258
052400,코나아이,KOSDAQ,우량기업부,16240,-10,-0.06,16250,16410,16100,27469,444701260,243599983760,14999999
271980,제일약품,KOSPI,,16550,140,0.85,16500,16720,16310,9858,163251710,243365631600,14704872
006220,제주은행,KOSPI,,7550,-10,-0.13,7610,7620,7520,90493,684806780,242572243700,32128774
092070,디엔에프,KOSDAQ,우량기업부,20950,150,0.72,20750,21150,20450,57195,1188060850,242430425100,11571858
045390,대아티아이,KOSDAQ,우량기업부,3430,90,2.69,3350,3450,3350,750040,2560834715,241723683110,70473377
190510,나무가,KOSDAQ,우량기업부,14850,540,3.77,14260,15110,14260,262319,3893269370,241347902400,16252384
001460,BYC,KOSPI,,385500,-7500,-1.91,393000,398000,385000,101,39817000,240789082500,624615
036200,유니셈,KOSDAQ,우량기업부,7850,-40,-0.51,7930,7950,7730,210042,1648743030,240714150550,30664223
194370,제이에스코퍼레이션,KOSPI,,18050,850,4.94,17070,18090,17020,71379,1261628830,240707598050,13335601
130660,한전산업,KOSPI,,7350,0,0.00,7430,7570,7280,197253,1468157070,239610000000,32600000
315640,딥노이드,KOSDAQ,기술성장기업부,21650,1050,5.10,20350,21750,20000,187819,3951796350,239495201100,11062134
001230,동국홀딩스,KOSPI,,7530,-40,-0.53,7570,7640,7500,52492,396516590,239457636990,31800483
293480,하나제약,KOSPI,,13460,-40,-0.30,13570,13640,13440,18579,251123590,239223853160,17772946
054210,이랜텍,KOSDAQ,우량기업부,9440,40,0.43,9460,9640,9320,58536,557136140,238749022400,25291210
416180,신성에스티,KOSDAQ,중견기업부,26400,800,3.13,25800,27300,25500,169914,4453138800,238650139200,9039778
040300,YTN,KOSDAQ,우량기업부,5680,20,0.35,5600,5690,5580,135497,764115610,238560000000,42000000
126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,4410,5,0.11,4390,4455,4385,85236,375922345,238286742750,54033275
270660,에브리봇,KOSDAQ,벤처기업부,19510,1210,6.61,17930,22300,17930,18227654,375649884880,237853082420,12191342
402490,그린리소스,KOSDAQ,기술성장기업부,29050,-200,-0.68,29250,29500,28100,210801,6049043800,237743573200,8183944
096760,JW홀딩스,KOSPI,,3270,55,1.71,3245,3300,3210,25907,84755560,237101679930,72508159
032620,유비케어,KOSDAQ,우량기업부,4530,-35,-0.77,4525,4645,4500,61484,279433515,236453039670,52197139
071055,한국금융지주우,KOSPI,,40350,-200,-0.49,40550,41250,40150,8391,339674400,236380427850,5858251
011760,현대코퍼레이션,KOSPI,,17850,-50,-0.28,17810,18030,17800,12003,214694620,236137043100,13228966
256840,한국비엔씨,KOSDAQ,벤처기업부,3475,-10,-0.29,3520,3565,3400,319919,1119265630,235995739425,67912443
011500,한농화성,KOSPI,,15080,-300,-1.95,15310,15610,15000,178642,2724898070,235806593360,15637042
143160,아이디스,KOSDAQ,우량기업부,22000,450,2.09,21600,22000,21400,28406,615590100,235760580000,10716390
016590,신대양제지,KOSPI,,5830,30,0.52,5840,5840,5770,65403,379835990,234936290600,40297820
452260,한화갤러리아,KOSPI,,1211,-28,-2.26,1221,1247,1193,2885836,3511875891,234763987710,193859610
298540,더네이쳐홀딩스,KOSDAQ,우량기업부,15940,0,0.00,16050,16100,15860,42393,676378230,234486581440,14710576
048870,시너지이노베이션,KOSDAQ,중견기업부,2835,40,1.43,2820,2890,2780,155526,440496045,234478155240,82708344
294570,쿠콘,KOSDAQ,벤처기업부,22850,1000,4.58,21650,22900,21650,88935,2004574650,234319552250,10254685
065510,휴비츠,KOSDAQ,우량기업부,19300,960,5.23,18340,19690,18130,289278,5594730730,234231960300,12136371
020120,키다리스튜디오,KOSPI,,6320,440,7.48,5960,6450,5850,485344,3031562290,233781641120,36990766
037710,광주신세계,KOSPI,,29350,-150,-0.51,29500,29700,29300,5441,160233800,233543526500,7957190
234340,헥토파이낸셜,KOSDAQ,우량기업부,24700,400,1.65,24100,25500,24000,63340,1565812500,233489100000,9453000
083450,GST,KOSDAQ,우량기업부,25000,300,1.21,24550,25200,24450,27976,693408600,232943625000,9317745
017890,한국알콜,KOSDAQ,우량기업부,10770,10,0.09,10760,10870,10680,35412,381912610,232694035200,21605760
424960,스마트레이더시스템,KOSDAQ,기술성장기업부,15330,-390,-2.48,15620,15910,14960,332245,5135043170,232607302200,15173340
206560,덱스터,KOSDAQ,기술성장기업부,9150,60,0.66,9090,9150,8760,262055,2346003870,232517384400,25411736
226950,올릭스,KOSDAQ,기술성장기업부,14500,-380,-2.55,15050,15210,14300,55840,822800700,232286505500,16019759
086980,쇼박스,KOSDAQ,중견기업부,3705,95,2.63,3640,3750,3620,486388,1795953240,232073790000,62638000
334890,이지스밸류리츠,KOSPI,,4500,-10,-0.22,4505,4510,4455,43593,194820690,231495610500,51443469
038290,마크로젠,KOSDAQ,우량기업부,21300,-500,-2.29,21700,22700,21100,230919,5034545900,230921820000,10841400
035150,백산,KOSPI,,10250,200,1.99,10060,10280,10050,70948,720371820,230778750000,22515000
150840,인트로메딕,KOSDAQ,관리종목(소속부없음),5850,0,0.00,0,0,0,0,0,230717208150,39438839
092730,네오팜,KOSDAQ,우량기업부,28050,550,2.00,27700,28900,27700,82175,2327824400,230216476050,8207361
032300,한국파마,KOSDAQ,우량기업부,21100,-250,-1.17,21250,21650,20900,39353,836125750,230131391100,10906701
018310,삼목에스폼,KOSDAQ,우량기업부,15650,60,0.38,15600,15700,15430,43151,674508930,230055000000,14700000
370090,퓨런티어,KOSDAQ,기술성장기업부,28050,100,0.36,27800,28400,27350,90432,2520464650,229500331500,8181830
290670,대보마그네틱,KOSDAQ,우량기업부,29200,-150,-0.51,29250,29800,29000,24043,705043450,229443672000,7857660
318020,포인트모바일,KOSDAQ,관리종목(소속부없음),18100,0,0.00,0,0,0,0,0,229187123200,12662272
073490,이노와이어리스,KOSDAQ,우량기업부,30100,-400,-1.31,30950,31250,29850,179630,5451263450,228875764600,7603846
063570,한국전자금융,KOSDAQ,우량기업부,6670,10,0.15,6670,6870,6640,159378,1079855250,227765345760,34147728
217330,싸이토젠,KOSDAQ,기술성장기업부,11890,890,8.09,11000,11930,10900,37019,419101730,227739003030,19153827
148150,세경하이테크,KOSDAQ,우량기업부,6440,370,6.10,6050,6540,6050,884342,5621862880,227672308920,35352843
388720,유일로보틱스,KOSDAQ,벤처기업부,25450,-200,-0.78,25600,25600,24650,64043,1606140300,227468180700,8937846
229500,노브메타파마,KONEX,일반기업부,20500,0,0.00,0,0,0,0,0,227354184000,11090448
060570,드림어스컴퍼니,KOSDAQ,중견기업부,3005,10,0.33,2965,3095,2945,151728,460588540,227242826865,75621573
205470,휴마시스,KOSDAQ,우량기업부,1756,7,0.40,1739,1788,1739,970862,1709984598,227182515804,129375009
019680,대교,KOSPI,,2675,80,3.08,2630,2775,2625,233066,628757485,226580123750,84702850
002810,삼영무역,KOSPI,,12250,90,0.74,12200,12270,12200,8158,99824340,226220113000,18466948
123040,엠에스오토텍,KOSDAQ,중견기업부,4950,-60,-1.20,4990,5060,4910,201187,1000024075,226008471150,45658277
078350,한양디지텍,KOSDAQ,우량기업부,14800,80,0.54,14710,14820,14340,118065,1726408390,225616853600,15244382
270520,지오릿에너지,KOSDAQ,벤처기업부,1725,117,7.28,1603,1844,1603,6052172,10695098501,225325860075,130623687
122450,KX,KOSDAQ,중견기업부,4970,-80,-1.58,5060,5180,4930,38948,193749970,225319741080,45335964
462520,조선내화,KOSPI,,19000,60,0.32,19300,19450,18910,12181,232521070,225248192000,11855168
001520,동양,KOSPI,,941,0,0.00,934,949,934,141646,133047262,224601703283,238684063
900290,GRT,KOSDAQ,외국기업(소속부없음),3325,35,1.06,3315,3365,3240,58225,191456455,224021875000,67375000
001270,부국증권,KOSPI,,21500,-400,-1.83,21900,22300,21450,3891,84596150,222952549000,10369886
042420,네오위즈홀딩스,KOSDAQ,우량기업부,25150,500,2.03,24500,25250,24500,14756,367387450,222750179900,8856866
278650,HLB바이오스텝,KOSDAQ,중견기업부,2830,-15,-0.53,2825,2900,2825,447824,1281819265,222533928510,78633897
004380,삼익THK,KOSPI,,10590,80,0.76,10510,10670,10450,23175,244288350,222390000000,21000000
425040,티이엠씨,KOSDAQ,기술성장기업부,20900,300,1.46,20600,21300,20300,73235,1520477950,222085782600,10626114
074610,이엔플러스,KOSPI,,3180,-25,-0.78,3220,3290,3140,556404,1785009805,222065610540,69831953
194700,노바렉스,KOSDAQ,우량기업부,11790,310,2.70,11480,11830,11480,108085,1260448820,221119657920,18754848
011000,진원생명과학,KOSPI,,2810,295,11.73,2520,3265,2485,13169430,40119285660,220511425770,78473817
300080,플리토,KOSDAQ,기술성장기업부,42100,9700,29.94,33550,42100,32700,1092031,42074089900,220342811600,5233796
071840,롯데하이마트,KOSPI,,9310,-170,-1.79,9550,9580,9270,26169,245603950,219787798720,23607712
063080,컴투스홀딩스,KOSDAQ,중견기업부,33300,-500,-1.48,33800,34450,32950,67174,2259186050,219619893600,6595192
004360,세방,KOSPI,,11370,0,0.00,11430,11470,11250,56898,644348390,219539805300,19308690
321820,와이더플래닛,KOSDAQ,기술성장기업부,16810,30,0.18,17370,17610,16100,472891,7973896270,218628910040,13005884
004710,한솔테크닉스,KOSPI,,6790,120,1.80,6710,6870,6630,50463,338929470,218026071620,32109878
060590,씨티씨바이오,KOSDAQ,중견기업부,9000,220,2.51,8720,9020,8720,41163,365092390,217629180000,24181020
214430,아이쓰리시스템,KOSDAQ,우량기업부,30600,600,2.00,29550,30900,29550,16189,492978400,217466856000,7106760
030210,다올투자증권,KOSPI,,3565,-15,-0.42,3560,3680,3500,41435,147022175,217148092890,60911106
092230,KPX홀딩스,KOSPI,,51300,700,1.38,50600,51300,50200,1224,62549700,216724339800,4224646
109070,주성코퍼레이션,KOSPI,,4100,0,0.00,0,0,0,0,0,216521943000,52810230
068290,삼성출판사,KOSPI,,21650,650,3.10,23000,24300,21100,2125329,49052324150,216500000000,10000000
006840,AK홀딩스,KOSPI,,16340,310,1.93,16450,16590,16130,11621,190414250,216465146740,13247561
001250,GS글로벌,KOSPI,,2620,-30,-1.13,2650,2665,2615,531448,1402058390,216238461680,82533764
267850,아시아나IDT,KOSPI,,19450,650,3.46,18560,20300,18560,393375,7700229710,215895000000,11100000
030960,양지사,KOSDAQ,중견기업부,13490,-230,-1.68,13610,14230,13230,339499,4601368040,215570200000,15980000
102260,동성케미컬,KOSPI,,4330,0,0.00,4330,4350,4305,31483,136024400,215156522240,49689728
005860,한일사료,KOSDAQ,중견기업부,5450,-100,-1.80,6120,6360,5370,22798735,132257318880,214750083250,39403685
144960,뉴파워프라즈마,KOSDAQ,우량기업부,4910,90,1.87,4810,4965,4805,55844,272869670,214530783840,43692624
081000,일진다이아,KOSPI,,15080,50,0.33,15030,15240,14950,24761,372945580,214180863000,14202975
078150,HB테크놀러지,KOSDAQ,우량기업부,2310,50,2.21,2260,2325,2250,692541,1588391740,214173765960,92715916
008060,대덕,KOSPI,,6310,-10,-0.16,6320,6340,6300,18602,117513940,213846846500,33890150
088390,이녹스,KOSDAQ,우량기업부,22750,450,2.02,22300,24500,22250,92596,2148125900,213527951000,9385844
078020,이베스트투자증권,KOSDAQ,우량기업부,3840,10,0.26,3810,3865,3800,24095,92465140,213047769600,55481190
044450,KSS해운,KOSPI,,9210,-300,-3.15,9300,9480,8820,611991,5577066940,212620954800,23085880
035510,신세계 I&C,KOSPI,,12350,-60,-0.48,12380,12770,12100,76459,944831880,212420000000,17200000
179290,엠아이텍,KOSDAQ,우량기업부,6580,0,0.00,6530,6650,6500,56722,372907130,212373961240,32275678
088800,에이스테크,KOSDAQ,중견기업부,3035,170,5.93,2905,3120,2700,16450957,48634627010,212225631555,69926073
001130,대한제분,KOSPI,,125300,-1000,-0.79,126300,126800,124400,2090,260966500,211757000000,1690000
027970,한국제지,KOSPI,,1112,12,1.09,1082,1118,1081,33014,36363284,211478199544,190178237
053300,한국정보인증,KOSDAQ,우량기업부,5060,120,2.43,4910,5080,4905,101436,507573315,211388234860,41776331
083930,아바코,KOSDAQ,우량기업부,13710,210,1.56,13500,13710,13330,31055,420898730,211309460580,15412798
143240,사람인,KOSDAQ,우량기업부,18060,400,2.27,17660,18150,17530,33090,595035640,210999729780,11683263
095570,AJ네트웍스,KOSPI,,4660,-45,-0.96,4710,4735,4620,119733,559177340,210877856940,45252759
122990,와이솔,KOSDAQ,우량기업부,7480,-30,-0.40,7510,7560,7380,50990,380545200,210838318680,28186941
036630,세종텔레콤,KOSDAQ,중견기업부,954,44,4.84,900,964,891,3463530,3259519833,209880000000,220000000
161580,필옵틱스,KOSDAQ,중견기업부,9000,-60,-0.66,9060,9150,8950,129146,1167576690,209624787000,23291643
102120,어보브반도체,KOSDAQ,우량기업부,11770,-60,-0.51,11790,12010,11510,702501,8261202380,209279462810,17780753
439580,블루엠텍,KOSDAQ,기술성장기업부,19650,-190,-0.96,19610,20350,19360,209206,4138665030,209276213850,10650189
036890,진성티이씨,KOSDAQ,우량기업부,9300,-20,-0.21,9290,9600,9200,130761,1215790780,209085092400,22482268
174900,앱클론,KOSDAQ,기술성장기업부,13440,80,0.60,13250,13820,13250,103492,1394591240,208728240000,15530375
091580,상신이디피,KOSDAQ,우량기업부,15300,760,5.23,14360,15300,14360,124077,1851835470,208511750700,13628219
005720,넥센,KOSPI,,3890,45,1.17,3845,3975,3840,35508,138540905,208286070530,53543977
443250,레뷰코퍼레이션,KOSDAQ,벤처기업부,18770,870,4.86,17800,19060,17370,465345,8643766080,208263023020,11095526
002020,코오롱,KOSPI,,16400,-150,-0.91,16600,16650,16360,9233,152157590,207073386400,12626426
057880,피에이치씨,KOSDAQ,관리종목(소속부없음),1740,0,0.00,0,0,0,0,0,206724832500,118807375
083790,CG인바이츠,KOSDAQ,벤처기업부,2685,25,0.94,2625,2705,2610,91436,243558055,206460878670,76894182
025000,KPX케미칼,KOSPI,,42400,50,0.12,42450,42600,42300,4389,186104550,205216000000,4840000
063170,서울옥션,KOSDAQ,우량기업부,11520,-60,-0.52,11580,11700,11280,106211,1224490440,204759555840,17774267
033340,좋은사람들,KOSDAQ,관리종목(소속부없음),2110,0,0.00,0,0,0,0,0,204565677380,96950558
220100,퓨쳐켐,KOSDAQ,기술성장기업부,9240,-70,-0.75,9310,9550,9080,152874,1407221880,204223912200,22102155
363280,티와이홀딩스,KOSPI,,4040,0,0.00,4000,4250,3940,390147,1590799065,203734242720,50429268
046440,KG모빌리언스,KOSDAQ,우량기업부,5240,-10,-0.19,5220,5310,5200,51311,269181740,203445976320,38825568
036800,나이스정보통신,KOSDAQ,우량기업부,20300,100,0.50,20200,20600,20000,22412,451310250,203000000000,10000000
149950,아바텍,KOSDAQ,중견기업부,13000,50,0.39,13030,13130,12760,7005,90579320,202897500000,15607500
377190,디앤디플랫폼리츠,KOSPI,,3150,-20,-0.63,3170,3175,3140,26287,83072560,202860000000,64400000
015360,예스코홀딩스,KOSPI,,33750,0,0.00,33800,34000,33750,816,27595200,202500000000,6000000
013990,아가방컴퍼니,KOSDAQ,우량기업부,6140,270,4.60,7040,7180,6000,26439828,178314849760,201929471040,32887536
109610,에스와이,KOSDAQ,벤처기업부,4120,15,0.37,4105,4165,4065,360048,1482938070,201498488000,48907400
037070,파세코,KOSDAQ,우량기업부,10070,30,0.30,10030,10290,10030,31573,320404280,201400000000,20000000
067000,조이시티,KOSDAQ,우량기업부,2880,140,5.11,2720,2935,2720,391038,1121770875,201204555840,69862693
005680,삼영전자,KOSPI,,10060,40,0.40,10090,10250,9770,295280,2967251300,201200000000,20000000
078520,에이블씨엔씨,KOSPI,,7730,270,3.62,7540,7820,7470,95982,740207510,201089464530,26014161
365590,하이딥,KOSDAQ,기술성장기업부,1400,9,0.65,1407,1412,1380,282540,394375087,200933482400,143523916
024060,흥구석유,KOSDAQ,중견기업부,13370,490,3.80,13100,13850,12280,8339813,110025830290,200550000000,15000000
007160,사조산업,KOSPI,,40100,-250,-0.62,40350,40450,39900,3817,152889950,200500000000,5000000
404990,신한서부티엔디리츠,KOSPI,,3580,10,0.28,3585,3605,3560,14571,52255585,200322064720,55955884
004980,성신양회,KOSPI,,8150,10,0.12,8050,8160,8030,54238,438931040,199805994950,24516073
053690,한미글로벌,KOSPI,,18230,0,0.00,18070,18340,18070,93290,1698207300,199756136500,10957550
321550,티움바이오,KOSDAQ,기술성장기업부,8000,-80,-0.99,8080,8200,7900,45384,366224700,199593336000,24949167
453860,에이에스텍,KOSDAQ,벤처기업부,35250,1300,3.83,34200,35600,33750,53364,1863674150,199416828750,5657215
042370,비츠로테크,KOSDAQ,우량기업부,7610,150,2.01,7450,7660,7420,190482,1441189510,199382190250,26200025
038540,상상인,KOSDAQ,우량기업부,3595,-25,-0.69,3650,3680,3595,53747,194585330,198905285235,55328313
124500,아이티센,KOSDAQ,중견기업부,8710,1060,13.86,7460,9450,7330,5465253,45964307340,197775278610,22706691
032820,우리기술,KOSDAQ,벤처기업부,1284,16,1.26,1271,1307,1271,1131464,1456730443,197503932408,153819262
084730,팅크웨어,KOSDAQ,우량기업부,17740,350,2.01,17260,17910,17210,122910,2167691220,197081181760,11109424
000140,하이트진로홀딩스,KOSPI,,8490,10,0.12,8380,8530,8380,3424,29035770,197025434850,23206765
086890,이수앱지스,KOSDAQ,기술성장기업부,5690,70,1.25,5600,5740,5590,37851,214888030,196937949910,34611239
002100,경농,KOSPI,,10080,80,0.80,10190,10380,10060,92061,936648640,196787556000,19522575
125210,아모그린텍,KOSDAQ,우량기업부,11900,160,1.36,11600,11940,11600,115687,1364227480,196311801000,16496790
246710,티앤알바이오팹,KOSDAQ,기술성장기업부,9120,-180,-1.94,9250,9520,9100,54797,507479610,196297767360,21523878
348150,고바이오랩,KOSDAQ,기술성장기업부,10400,-770,-6.89,11090,11330,10270,400954,4305333450,196270963200,18872208
067280,멀티캠퍼스,KOSDAQ,우량기업부,33100,200,0.61,33000,33100,32200,4794,156690900,196176384900,5926779
131400,이브이첨단소재,KOSDAQ,벤처기업부,3310,-25,-0.75,3330,3435,3250,652516,2184928780,195932732490,59194179
001080,만호제강,KOSPI,,47150,0,0.00,0,0,0,0,0,195672500000,4150000
950170,JTC,KOSDAQ,관리종목(소속부없음),3890,80,2.10,3790,3895,3780,57916,222656320,195622743470,50288623
043610,지니뮤직,KOSDAQ,우량기업부,3365,95,2.91,3280,3420,3255,148484,498371230,195558448870,58115438
192440,슈피겐코리아,KOSDAQ,우량기업부,31450,-600,-1.87,31950,32050,31450,3730,118419200,195504616350,6216363
011040,경동제약,KOSDAQ,우량기업부,6350,-20,-0.31,6300,6410,6300,35733,226532000,195381664100,30768766
445180,퓨릿,KOSDAQ,중견기업부,11650,-200,-1.69,11350,11930,11320,535636,6227659490,195361040200,16769188
035810,이지홀딩스,KOSDAQ,우량기업부,2995,20,0.67,3015,3150,2985,135339,412170835,195111805775,65145845
043370,피에이치에이,KOSDAQ,우량기업부,9290,10,0.11,9280,9430,9180,45108,419374690,195090000000,21000000
011280,태림포장,KOSPI,,2755,-55,-1.96,2770,2805,2690,620156,1706532235,195070364700,70805940
080420,모다이노칩,KOSDAQ,우량기업부,2445,5,0.20,2410,2470,2410,14101,34335915,194919365790,79721622
251630,브이원텍,KOSDAQ,벤처기업부,12200,40,0.33,12160,12600,11500,233744,2863628370,194503209200,15942886
339770,교촌에프앤비,KOSPI,,7780,10,0.13,7810,7870,7770,7478,58435760,194364161200,24982540
035080,그래디언트,KOSDAQ,중견기업부,13370,250,1.91,13120,13430,13120,29478,391634310,194233798080,14527584
009155,삼성전기우,KOSPI,,66700,-100,-0.15,66500,67600,66300,6533,435585700,193895832800,2906984
460850,동국씨엠,KOSPI,,6470,-10,-0.15,6450,6520,6430,51557,332997540,193444304320,29898656
011330,유니켐,KOSPI,,1999,0,0.00,2000,2020,1960,341139,679871686,193348083597,96722403
003200,일신방직,KOSPI,,8300,10,0.12,8390,8390,8160,113505,934871020,193224000000,23280000
234080,JW생명과학,KOSPI,,12200,40,0.33,12100,12230,12070,28795,349867650,193181558800,15834554
027710,팜스토리,KOSDAQ,우량기업부,1720,13,0.76,1909,1921,1713,14201355,25819643410,191636552000,111416600
003070,코오롱글로벌,KOSPI,,10120,0,0.00,10120,10250,10090,21775,221126310,191599055560,18932713
009580,무림P&P,KOSPI,,3070,10,0.33,3070,3095,3055,48871,149700115,191470754680,62368324
004250,NPC,KOSPI,,5210,-50,-0.95,5210,5320,5170,91975,480405290,191311200000,36720000
010955,S-Oil우,KOSPI,,47450,-50,-0.11,47500,47800,47050,7497,354066500,190840436150,4021927
205100,엑셈,KOSDAQ,벤처기업부,2650,25,0.95,2600,2685,2550,2670173,7018133480,190703092150,71963431
347860,알체라,KOSDAQ,기술성장기업부,8840,310,3.63,8530,8940,8390,133440,1169735570,190505288480,21550372
314130,지놈앤컴퍼니,KOSDAQ,기술성장기업부,12930,430,3.44,12520,13130,12410,148633,1912559440,190395969690,14725133
092190,서울바이오시스,KOSDAQ,중견기업부,4150,55,1.34,4100,4165,4035,15440,63045255,190353789450,45868383
003580,HLB글로벌,KOSPI,,4490,220,5.15,4270,4590,4270,115633,519032505,190287425770,42380273
274090,켄코아에어로스페이스,KOSDAQ,기술성장기업부,14840,1090,7.93,14820,15900,14000,1588873,23790305740,189720570200,12784405
023760,한국캐피탈,KOSDAQ,우량기업부,599,15,2.57,590,601,583,283754,169101450,189050136024,315609576
039570,HDC랩스,KOSPI,,7260,10,0.14,7300,7400,7210,6168,45140880,188452183260,25957601
065560,녹원씨엔아이,KOSDAQ,관리종목(소속부없음),11540,0,0.00,0,0,0,0,0,188284055040,16315776
010580,에스엠벡셀,KOSPI,,1688,-6,-0.35,1707,1739,1684,45777,77657154,187792970880,111251760
226330,신테카바이오,KOSDAQ,기술성장기업부,12330,110,0.90,12100,12420,12000,120940,1481650680,187791756750,15230475
015860,일진홀딩스,KOSPI,,3800,110,2.98,3695,4060,3670,796562,3103275495,187520435400,49347483
107590,미원홀딩스,KOSPI,,80700,400,0.50,79700,81500,79500,193,15561800,187224000000,2320000
110790,크리스에프앤씨,KOSDAQ,우량기업부,7990,30,0.38,7850,7990,7740,11490,90126690,187213370400,23430960
